_,id,peer_id,date,message,out,mentioned,media_unread,silent,post,from_scheduled,legacy,edit_hide,pinned,noforwards,invert_media,offline,video_processing_pending,from_id,from_boosts_applied,saved_peer_id,fwd_from,via_bot_id,via_business_bot_id,reply_to,media,reply_markup,entities,views,forwards,replies,edit_date,post_author,grouped_id,reactions,restriction_reason,ttl_period,quick_reply_shortcut_id,effect,factcheck,report_delivery_until_date,action,reactions_are_possible
Message,124139,[object Object],2025-02-16T14:49:24+00:00,Ngopiii anjayyy,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124138,[object Object],2025-02-16T14:32:18+00:00,Malam,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124137,[object Object],2025-02-16T14:31:42+00:00,Malam,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124135,[object Object],2025-02-16T13:07:37+00:00,@admin,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,[object Object],null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124124,[object Object],2025-02-16T10:38:49+00:00,"Izin semua. 
Saya lagi mencari akun google Play console aktif maupun closed/ditutup.
Mungkin ada yang punya dan tidak terpakai. bisa ditawarkan ke saya. 
Transaksi siap COD ataupun rekber 
Terima kasih 🙏",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124123,[object Object],2025-02-16T10:01:40+00:00,"STOP IKUT BOOTCAMP !!!
Kalau belajarnya cuma sebentar dan materi yang didapat cuma segitu aja, apalagi dengan harga mahal 😭

Bangun server? bisa
Protokol komunikasi? paham
Backend dan Frontend? pernah buat
Distribusi firmware? gampang
Manajemen infrasruktur IoT? mahir

IoT itu disiplin ilmu yang banyak sekali bidang lain di dalamnya. 😆 Masa iya belajar 4 bulan langsung mahir kan.

Akses materi di Nusabot selama 2 tahun.
SEMUA KELAS BISA DIAKSES !

💸 Rp. 239.000
Kamu bisa pelajari sampai detail tentang IoT

Daftar sekarang di https://nusabot.id",false,false,false,false,false,false,false,true,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",null,null,null,2025-02-19T08:17:26+00:00,null,null,[object Object],,null,null,null,null,null,,
Message,124120,[object Object],2025-02-16T03:33:53+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,13917414664276852,null,,null,null,null,null,null,,
Message,124119,[object Object],2025-02-16T03:33:53+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,13917414664276852,null,,null,null,null,null,null,,
Message,124118,[object Object],2025-02-16T03:33:53+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,13917414664276852,null,,null,null,null,null,null,,
Message,124117,[object Object],2025-02-16T03:33:53+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,13917414664276852,null,,null,null,null,null,null,,
Message,124116,[object Object],2025-02-16T03:33:53+00:00,"Selamat pagi, jual nih Kumpulan Source Code 70K dapat 1 file zip isi 286 file source code Framework Laravel, total saya punya 8 file zip kalo mau semua saya kasih 250k isi 2064 source code nanti saya kirim via telegram Semua bisa dipakai lengkap dengan database dan tutorialnya  isi laravel 5,6,7,8,9 buat bahan skripsi, kerja praktek, project, belajar, dll yg minat pc aja yah",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,13917414664276852,null,,null,null,null,null,null,,
Message,124105,[object Object],2025-02-15T11:58:36+00:00,mending cari aja dulu objek penelitian terdekat sebelum menentukan judul supaya nantinya gk ribet pas udah nentuin judul,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124102,[object Object],2025-02-15T05:14:57+00:00,iya kak semoga cepet pulih lagi laptopnya,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124101,[object Object],2025-02-15T05:01:17+00:00,Ouh ok deh bg makasi informasi nya,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124100,[object Object],2025-02-15T05:00:35+00:00,soalnya harus di cek arus di mobonya,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124099,[object Object],2025-02-15T05:00:15+00:00,pasti si bang kalo di bongkar,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124098,[object Object],2025-02-15T04:55:59+00:00,Itu nanti di bongkar gtu bg?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124097,[object Object],2025-02-15T04:55:29+00:00,"Iya bg aku carger aku dengerin mungkin ada kipas yang jalan atau ttidak
Tapi ya gtu bg kipas nya ga berfungsi",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124096,[object Object],2025-02-15T04:55:26+00:00,"kalo masih gk jalan harus cek arus listrik di mobonya sih, mending bawa ke tukang service aja",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124093,[object Object],2025-02-15T04:54:52+00:00,sambil di cas juga gk jalan?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124092,[object Object],2025-02-15T04:54:12+00:00,Nah klo di carger nyala bg,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124091,[object Object],2025-02-15T04:51:52+00:00,kalo di charger lampunya nyala gk?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124090,[object Object],2025-02-15T04:47:18+00:00,Kira kira kenapa ya bg?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124089,[object Object],2025-02-15T04:46:50+00:00,Ga bg,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124088,[object Object],2025-02-15T04:37:30+00:00,fan nya nyala gk?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124086,[object Object],2025-02-15T04:24:04+00:00,"Permisi dan maaf mungkin bertanya tidak sesuai forum nya
Disini saya ada masalah di leptop saya yang tidak mau menyala, 
untuk merek leptop yang saya pakai sekarang dan lagi bermasalah ini leptop yoga 7pro yang ultra 9 
Kronologi terakhir sebelum masalah ini muncul leptop tidak saya pakai beberapa jam mungkin sekitar 5-6 jam dan posisi di shutdown 
Usaha yang sudah saya lakukan 
Melihat tutorial dari lenovo nya langsung tidak berfungsi
Dan ada bebrapa langkah seperti
Menekan tombol power selama 15-30 detik untuk hard reset juga tidak berfungsi
Mungkin dari teman” ada yang punya pengalaman sama atau punya pengetahuan ini mohon dan izin sebelum nya",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124085,[object Object],2025-02-15T04:08:44+00:00,Permisi apakah ada bisa berikan rekomendasi judul aplikasi atau web,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124084,[object Object],2025-02-15T03:55:07+00:00,pake punyaku aja modif dikit,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124082,[object Object],2025-02-15T03:13:02+00:00,Permisi apakah ada bisa berikan rekomendasi judul aplikasi atau web,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124081,[object Object],2025-02-15T03:12:34+00:00,Permisi apakah ada bisa berikan rekomendasi judul aplikasi atau web,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124078,[object Object],2025-02-15T01:07:33+00:00,Permisi apakah ada bisa berikan rekomendasi judul aplikasi atau web,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124077,[object Object],2025-02-15T01:07:17+00:00,Permisi apakah ada bisa berikan rekomendasi judul aplikasi atau web,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124076,[object Object],2025-02-15T01:03:01+00:00,Berbasis web atau atau aplikasi mobile  kk,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124068,[object Object],2025-02-14T13:32:31+00:00,"Sumber belajar anak2 IT 
1. https://roadmap.sh
2. https://ebookfoundation.github.io/free-programming-books-search/
3. https://exercism.org/
4. https://www.freecodecamp.org/
5. http://www.w3schools.com/
6. https://www.sololearn.com/
7. https://books.goalkicker.com/
8. Silahkan ditambahkan ...",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124067,[object Object],2025-02-14T10:30:20+00:00,Temanya apa?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124066,[object Object],2025-02-14T10:28:52+00:00,"Misi kk boleh minta saran"" judul buat tgs akhir",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124065,[object Object],2025-02-14T10:22:49+00:00,"Permisi kk boleh minta saran"" judul buat tgs akhir",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124064,[object Object],2025-02-14T09:50:06+00:00,CP kak,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124063,[object Object],2025-02-14T04:33:30+00:00,Mksd,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124062,[object Object],2025-02-14T02:52:53+00:00,Ganti laptop,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124060,[object Object],2025-02-14T00:44:50+00:00,jgn terlalu byk buka aplikasi kalau misal spek laptop minim,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124059,[object Object],2025-02-13T23:55:39+00:00,"permisi kak, saya ingin nanya. gimana cara ngatasin kalau laptop ngefreeze?",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124058,[object Object],2025-02-13T23:55:15+00:00,"permisi kak, saya ingin nanya. gimana cara ngatasin kalau laptop ngefreeze?",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124055,[object Object],2025-02-13T14:44:49+00:00,https://youtube.com/@sandhikagalihwpu?si=OV8JtmYQ-v6HPto-,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,[object Object],null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124047,[object Object],2025-02-13T12:07:56+00:00,Merhaba,false,false,false,false,false,false,false,true,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,2025-02-14T22:23:46+00:00,null,null,[object Object],,null,null,null,null,null,,
Message,124045,[object Object],2025-02-13T11:42:16+00:00,Saya kak,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124044,[object Object],2025-02-13T11:29:46+00:00,loh iya kah?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124043,[object Object],2025-02-13T11:27:34+00:00,saya kok gabisa balas chat kaka yah?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124042,[object Object],2025-02-13T11:26:50+00:00,pc saya ngerti,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124041,[object Object],2025-02-13T11:25:50+00:00,haloo disini ada yang ngerti usecase diagram? thank u,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124037,[object Object],2025-02-13T09:46:52+00:00,"Kelola customer anda dari berbagai sosial media dalam 1 dashboard 

- support integrasi whatsapp (unofficial boostifyhub.id / mpwa )
- support integrasi messenger (fb,ig)
- support integrasi telegram
- live chat website
- integrasi dengan openai (customer service ai)
- live chat website (embed chat ke website anda)
- dll
trial gratis di https://interaksi.live , selengkapnya : wa.me/6285692582541",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,[object Object],null,"[object Object],[object Object],[object Object]",null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124036,[object Object],2025-02-13T09:10:44+00:00,Apa ka nama kampusnya,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124035,[object Object],2025-02-13T06:25:35+00:00,"Guys rekomendasi channel apapun yang isi ny ngajarin mata kuliah jurusan teknik informatika dong, lebih tepat ny yg semester 2 ada ga?",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124034,[object Object],2025-02-13T06:21:45+00:00,"Guys rekomendasi channel yang isi ny ngajarin matkul jurusan teknik informatika dong,ada ga?",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124033,[object Object],2025-02-13T05:34:57+00:00,"its okay kak, bleh di share kak?",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124028,[object Object],2025-02-12T23:59:44+00:00,Penulis bisa penerbit bisa soalnya kalo penulis pasti menulis karya tulis yg berkaitan dengan it sedangkan untuk penerbit itu sekarang membuat web untuk memudahkan penulis submit jurnal nya atau karya tulis nya,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124023,[object Object],2025-02-12T15:36:59+00:00,"Halo kakak2 sekalian, mau tanya it di bidang karya tulis itu seperti pengarang atau bagaimana ya? 🙏",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124021,[object Object],2025-02-12T15:12:07+00:00,Sekelas pyscodes penipu,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124020,[object Object],2025-02-12T15:11:53+00:00,Info dong yg bisa ubah nilai,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124018,[object Object],2025-02-12T13:17:44+00:00,Ppt ada sih,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124017,[object Object],2025-02-12T13:14:01+00:00,Statistic ya?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124013,[object Object],2025-02-12T11:59:04+00:00,"Izin semua. 
Saya lagi mencari akun google Play console aktif maupun closed/ditutup.
Mungkin ada yang punya dan tidak terpakai. bisa ditawarkan ke saya. 
Transaksi siap COD ataupun rekber 
TERIMA kasih 🙏
WhatsApp 082231376068",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,[object Object],null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,124011,[object Object],2025-02-12T09:13:33+00:00,😁,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124010,[object Object],2025-02-12T09:13:05+00:00,wduy,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124009,[object Object],2025-02-12T09:12:29+00:00,"Btw, ada yang punya modul matematika diskrit untuk prodi informatika?",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124008,[object Object],2025-02-12T09:12:05+00:00,"bisa si kak, tapi males ngerjainnya. 😁",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124007,[object Object],2025-02-12T03:50:15+00:00,hallo ka maaf untuk pengerjaan ini ada yg bisa ga ya?😔,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124006,[object Object],2025-02-12T03:41:30+00:00,ada yang bisa ngerjain ini ga ya?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124005,[object Object],2025-02-11T23:53:29+00:00,klo mau santai di jogja ada,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123999,[object Object],2025-02-11T15:48:53+00:00,Kalau Offline tergantung lokasih sih,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123998,[object Object],2025-02-11T15:48:30+00:00,Buat kalangan pekerja,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123997,[object Object],2025-02-11T15:48:18+00:00,UT bang bagus,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123996,[object Object],2025-02-11T15:18:00+00:00,"Izin bertanya 
Saya d3 manajemen informatika kalo mau lanjut kuliah S1 yang full online dimana ya barangkali ada yang tau 🙏",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123995,[object Object],2025-02-11T14:41:27+00:00,habis itu tinggal buat dah,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123994,[object Object],2025-02-11T14:41:18+00:00,"habis itu di banding""kan terus cari + -nya",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123993,[object Object],2025-02-11T14:40:39+00:00,"kalau saya sih cari contoh"" web bank"" lain sih (tampilan webnya)",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123992,[object Object],2025-02-11T14:39:41+00:00,tutor apa nih,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123990,[object Object],2025-02-11T13:04:37+00:00,Disuruh buat website di kantor bank😭tutor dong,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123980,[object Object],2025-02-11T03:41:12+00:00,"Hi, Semua! 
PT. Talenta Sinergi Group (Upscale.id) membuka beberapa lowongan berikut. Jika anda merasa memenuhi kualifikasi dan berminat pada lowongan tertera, silahkan mendaftar dan semoga beruntung! 

1. Content Creator Programmer : https://upscale.id/jobs/105 
2. Product Manager : https://upscale.id/jobs/82 
3. Programmer Laravel : https://upscale.id/jobs/107 

Note: Setiap proses recruitment hanya melalui website resmi PT Talenta Sinergi Group (Upscale.id) dan TIDAK DI PUNGUT BIAYA APAPUN, HATI HATI PENIPUAN.
Hanya yang memenuhi kualifikasi yang akan lolos rekrutmen! Good Luck!.",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,"[object Object],[object Object],[object Object],[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123974,[object Object],2025-02-10T11:48:33+00:00,"Halo disini ada yg bisa operasiin apk lingo? Boleh minta bantuannya ga? Tenang ada bayarannya kok, tapi bayar di akhir yaa",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,null,null,null,,null,null,[object Object],null,null,null,null,,null,null,null,null,null,,
Message,123973,[object Object],2025-02-10T06:01:51+00:00,"Salam semuanya🥳

Halo mahasiswa dan fresh graduate/Alumni dan para jobseekers👋
ada berita terbaru nih🤭
IDS Academy sedang mengadakan event training khusus
event ini dinamakan Trial Class🥳

Apasih Trial Class ini? 
Trial Class ini adalah sebuah training yang dilakukan secara singkat selama 7 hari dengan tujuan melatih softskill dan hardskill untuk meningkatkan kesempatan kita bersaing di dunia kerja. tidak hanya itu saja, ada kesempatan untuk menjadi internship/magang di perusahaan kami dan raih jenjang karier yang lebih tinggi.

Trial Class ini terbagi menjadi 2 yaitu:

⿡Analytical Consultant 
Scope learning:
✅Consultant SAP B1
✅Project Manager
✅Pre-Sales

⿢Tech Builders 
Scope learning:
✅Technical Consultant SAP B1
✅Programmer

 Benefit yang bisa kamu dapatkan di Trial Class ini:
✅Trial class 1 minggu
✅Peluang internship/magang di PT. IDS Indonesia
✅Feedback pembelajaran
✅ Sertifikat Training

Segera daftatkan dirimu di link berikut 👇
https://ids.co.id/sapb1-trial-class

Masukkan kode voucher   LASTDAY9419   dan dapatkan potongan harga sebesar Rp 101.000🥳

Trial Class ini akan dilaksanakan pada:
📆: 17 - 23 Februari 2025 (16:00 sd 18:00)
📌: Zoom meeting

Kami tunggu kehadiranmu yaa🤗

More information: 
0852-1261-8343 (Indah)
0878-7498-4373 (Irfan)",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,"[object Object],[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123972,[object Object],2025-02-10T06:01:40+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123970,[object Object],2025-02-10T06:01:05+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123969,[object Object],2025-02-10T04:47:17+00:00,"ouhh i see🫡, terimakasih kak🙏🏻",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123968,[object Object],2025-02-10T04:46:19+00:00,"gak ketampil

itu akan tampil ketika browser tidak bisa menemukan gambar yang dituju",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123967,[object Object],2025-02-10T04:43:23+00:00,disini lhoo ketampil,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123966,[object Object],2025-02-10T04:41:28+00:00,atau emang gak bakal ketampil?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,123965,[object Object],2025-02-10T04:41:16+00:00,"kak, text di dalam atribut alt kok gak tertampil di brows y",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
